1,83.5
2,93.5
3,81.5
4,79.5
5,91.0
6,80.5
7,81.0
8,87.5
9,94.5
10,82.5
11,96.0
12,93.0
13,91.0
14,82.0
15,73.5
16,95.5
17,91.5
18,84.0
19,92.0
20,87.0
21,90.0
22,78.5
23,75.0
24,95.5
25,95.0
26,86.0
27,99.0
28,94.0
29,93.0
30,92.0
31,98.5
32,98.0
33,71.5
34,85.5
35,95.5
36,98.0
37,84.5
38,88.0
39,93.0
40,77.0
41,92.0
42,90.0
43,86.5
44,76.5
45,87.5
46,84.0
47,95.0
48,97.5
49,94.5
50,83.5
